accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
KF512652	KF512652.1	GenBank		KF512652	Asia		2011-08-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512653	KF512653.1	GenBank		KF512653	Asia		2011-08-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512654	KF512654.1	GenBank		KF512654	Asia		2011-08-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512655	KF512655.1	GenBank		KF512655	Asia		2011-09-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512656	KF512656.1	GenBank		KF512656	Asia		2011-09-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512657	KF512657.1	GenBank		KF512657	Asia		2011-09-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512658	KF512658.1	GenBank		KF512658	Asia		2011-09-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512659	KF512659.1	GenBank		KF512659	Asia		2011-09-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512660	KF512660.1	GenBank		KF512660	Asia		2011-10-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512661	KF512661.1	GenBank		KF512661	Asia		2011-10-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512662	KF512662.1	GenBank		KF512662	Asia		2011-10-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF512663	KF512663.1	GenBank		KF512663	Asia		2011-10-XX	2013-11-24	2014-07-17	558	Homo sapiens		oronasopharynx		Hu,Q.,Lu,R.,Peng,K.,Duan,X.,Wang,Y.,Zhao,Y.,Wang,W.,Lou,Y.,Tan,W.,Wang,Z.	National Institute for Viral Disease Control and Prevention, China CDC, Key Laboratory of Medical Virology, Ministry of Health	China	China		Hu et al.
KF524838	KF524838.1	GenBank		01	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	207	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524842	KF524842.1	GenBank		141	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	215	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524844	KF524844.1	GenBank		02	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	393	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524845	KF524845.1	GenBank		73	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	389	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524846	KF524846.1	GenBank		77	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	388	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524847	KF524847.1	GenBank		98	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	371	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524848	KF524848.1	GenBank		103	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	372	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524849	KF524849.1	GenBank		105	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	376	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524850	KF524850.1	GenBank		115	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	385	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524851	KF524851.1	GenBank		131	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	414	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524852	KF524852.1	GenBank		141	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	414	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524854	KF524854.1	GenBank		08	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	419	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524855	KF524855.1	GenBank		09	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	416	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524856	KF524856.1	GenBank		15	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	418	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524857	KF524857.1	GenBank		22	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	419	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524858	KF524858.1	GenBank		119	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	409	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF524859	KF524859.1	GenBank		140	North America	Ar	2010-XX-XX	2014-01-14	2014-01-14	395	Homo sapiens		oronasopharynx		Silva,C.S.,Mullis,L.B.,Pereira,O. Jr.,Saif,L.J.,Vlasova,A.,Zhang,X.,Owens,R.,Paulson,D.,Taylor,D.,Haynes,L.,Azevedo,M.P.	National Center for Toxicological REsearch, Food and Drug Administration, Division of Microbiology	USA	USA	Little Rock	Silva et al.
KF530059	KF530059.1	GenBank		KF530059	North America	Tn	1995-01-11	2013-10-07	2014-09-26	30511	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530060	KF530060.1	GenBank		KF530060	North America	Tn	1985-01-08	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530061	KF530061.1	GenBank		KF530061	North America	Tn	1990-01-19	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530062	KF530062.1	GenBank		KF530062	North America	Tn	1995-02-13	2013-10-07	2014-09-26	30554	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530063	KF530063.1	GenBank		KF530063	North America	Tn	1996-12-30	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530064	KF530064.1	GenBank		KF530064	North America	Tn	1996-12-04	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530065	KF530065.1	GenBank		KF530065	North America	Tn	1990-01-17	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530066	KF530066.1	GenBank		KF530066	North America	Tn	1990-01-16	2013-10-07	2014-09-26	30564	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530067	KF530067.1	GenBank		KF530067	North America	Tn	1991-02-07	2013-10-07	2014-09-26	30608	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530068	KF530068.1	GenBank		KF530068	North America	Tn	2000-07-27	2013-10-07	2014-09-26	30572	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530069	KF530069.1	GenBank		KF530069	North America	Tn	1998-02-05	2013-10-07	2014-09-26	30578	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530070	KF530070.1	GenBank		KF530070	North America	Tn	1999-01-15	2013-10-07	2014-09-26	30573	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530071	KF530071.1	GenBank		KF530071	North America	Tn	1992-05-04	2013-10-07	2014-09-26	30578	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530072	KF530072.1	GenBank		KF530072	North America	Tn	1997-12-11	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530073	KF530073.1	GenBank		KF530073	North America	Tn	1989-12-21	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530074	KF530074.1	GenBank		KF530074	North America	Tn	1992-12-16	2013-10-07	2014-09-26	30590	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530075	KF530075.1	GenBank		KF530075	North America	Tn	1995-03-09	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530076	KF530076.1	GenBank		KF530076	North America	Tn	1991-01-03	2013-10-07	2014-09-26	30606	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530077	KF530077.1	GenBank		KF530077	North America	Tn	1987-03-12	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530078	KF530078.1	GenBank		KF530078	North America	Tn	1996-12-17	2013-10-07	2014-09-26	30568	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530079	KF530079.1	GenBank		KF530079	North America	Tn	1991-03-14	2013-10-07	2014-09-26	30581	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530080	KF530080.1	GenBank		KF530080	North America	Tn	1997-12-18	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530081	KF530081.1	GenBank		KF530081	North America	Tn	1999-01-07	2013-10-07	2014-09-26	30571	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530082	KF530082.1	GenBank		KF530082	North America	Tn	1991-02-07	2013-10-07	2014-09-26	30581	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530083	KF530083.1	GenBank		KF530083	North America	Tn	1987-03-17	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530084	KF530084.1	GenBank		KF530084	North America	Tn	1995-01-12	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530085	KF530085.1	GenBank		KF530085	North America	Tn	1987-01-22	2013-10-07	2014-09-26	30569	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530086	KF530086.1	GenBank		KF530086	North America	Tn	1987-02-10	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
KF530087	KF530087.1	GenBank		KF530087	North America	Tn	1987-03-05	2013-10-07	2014-09-26	30577	Homo sapiens				Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute	USA	USA	Nashville	Town et al.
